Survey ResponseID,Category,Period,Total_Spend
R_Amq2LudEdwYblXX,CELLULAR_PHONE_CASE,baseline,14.51
R_Amq2LudEdwYblXX,CELLULAR_PHONE_CASE,treatment,9.95
R_Amq2LudEdwYblXX,ELECTRONIC_CABLE,baseline,11.99
R_Amq2LudEdwYblXX,SCREEN_PROTECTOR,treatment,6.99
R_Amq2LudEdwYblXX,SHIRT,treatment,7.61
R_Amq2LudEdwYblXX,SHOES,treatment,44.95
R_Amq2LudEdwYblXX,TOILET_PAPER,baseline,20.91
R_Amq2LudEdwYblXX,VITAMIN,baseline,11.52
R_Amq2LudEdwYblXX,VITAMIN,treatment,11.52
R_AnaWB7jLK3Qzjih,SCREEN_PROTECTOR,baseline,10.99
R_Ap2HcvpPLRDJv9L,CELLULAR_PHONE_CASE,baseline,9.99
R_ApVmIUhdKhewFtn,SAUCE,treatment,6.1
R_AvRRr0KV8ofOyl3,PET_FOOD,treatment,22.87
R_AyrDDOTLBwloO5P,CELLULAR_PHONE_CASE,baseline,11.45
R_BD2Y3Wa4pXBIsCd,ELECTRONIC_CABLE,treatment,9.99
R_BD2Y3Wa4pXBIsCd,SKIN_CLEANING_AGENT,baseline,7.74
R_BE9pJxDxFuncF3j,SHIRT,baseline,10.99
R_BEQWMs4OT1kbHGx,CELLULAR_PHONE_CASE,treatment,8.99
R_BFUS5gkEHAjnNVT,SCREEN_PROTECTOR,treatment,8.99
R_BGsKBYUEvyTRtUR,CELLULAR_PHONE_CASE,baseline,18.99
R_BIZy0TcvR27RwIh,COFFEE,baseline,12.96
R_BIZy0TcvR27RwIh,COFFEE,treatment,5.59
R_BIZy0TcvR27RwIh,FRUIT,baseline,35.04
R_BIZy0TcvR27RwIh,FRUIT,treatment,37.69
R_BIZy0TcvR27RwIh,PET_FOOD,baseline,17.98
R_BIZy0TcvR27RwIh,SAUCE,baseline,9.11
R_BIZy0TcvR27RwIh,SKIN_CLEANING_AGENT,baseline,13.0
R_BLHSjhNDo0SfXd7,CELLULAR_PHONE_CASE,baseline,27.98
R_BPpVPmbTpGsXK1z,SHIRT,treatment,74.94
R_BPpVPmbTpGsXK1z,TOILET_PAPER,treatment,6.99
R_BVssGO3SDM9uIXD,CELLULAR_PHONE_CASE,baseline,17.97
R_BVssGO3SDM9uIXD,CELLULAR_PHONE_CASE,treatment,11.99
R_BVssGO3SDM9uIXD,SCREEN_PROTECTOR,baseline,5.95
R_BWAjcs1sKUc6NQl,FLAVORED_DRINK_CONCENTRATE,baseline,15.98
R_BWAjcs1sKUc6NQl,PET_FOOD,treatment,23.41
R_BWAjcs1sKUc6NQl,PROTECTIVE_GLOVE,treatment,19.99
R_BWAjcs1sKUc6NQl,SAUCE,baseline,12.09
R_BWAjcs1sKUc6NQl,SKIN_CLEANING_AGENT,treatment,9.97
R_BWAjcs1sKUc6NQl,VITAMIN,baseline,15.99
R_BWbBjrNuPF35sTn,ELECTRONIC_CABLE,baseline,9.99
R_BWhnv4EdbhSS6rf,CELLULAR_PHONE_CASE,treatment,4.99
R_BWhnv4EdbhSS6rf,COFFEE,baseline,30.88
R_BWhnv4EdbhSS6rf,COFFEE,treatment,13.47
R_BWhnv4EdbhSS6rf,DISHWASHER_DETERGENT,baseline,16.13
R_BWhnv4EdbhSS6rf,FLAVORED_DRINK_CONCENTRATE,baseline,15.9
R_BWhnv4EdbhSS6rf,FLAVORED_DRINK_CONCENTRATE,treatment,5.96
R_BWhnv4EdbhSS6rf,HERB,baseline,11.48
R_BWhnv4EdbhSS6rf,HERB,treatment,9.99
R_BWhnv4EdbhSS6rf,PET_FOOD,baseline,72.47
R_BWhnv4EdbhSS6rf,PET_FOOD,treatment,18.66
R_BWhnv4EdbhSS6rf,SHIRT,treatment,11.05
R_BWhnv4EdbhSS6rf,SHOES,baseline,69.38
R_BWhnv4EdbhSS6rf,SKIN_CLEANING_AGENT,baseline,10.49
R_BWhnv4EdbhSS6rf,SUGAR_CANDY,treatment,8.69
R_BWhnv4EdbhSS6rf,TOILET_PAPER,baseline,11.98
R_BWhnv4EdbhSS6rf,TOILET_PAPER,treatment,47.94
R_BY99IwiFiWwa8c9,COFFEE,treatment,34.46
R_BY99IwiFiWwa8c9,ELECTRONIC_CABLE,treatment,6.99
R_BY99IwiFiWwa8c9,PET_FOOD,treatment,10.5
R_BY99IwiFiWwa8c9,TOILET_PAPER,baseline,27.49
R_BY99IwiFiWwa8c9,VITAMIN,treatment,23.18
R_BYr5WwayMBf66SR,SHIRT,treatment,19.95
R_BYr5WwayMBf66SR,TOILET_PAPER,treatment,35.99
R_C1gEwoKxaLBh0eR,PET_FOOD,baseline,16.98
R_C2cxEkvsW2SCiIx,SUGAR_CANDY,treatment,14.0
R_C3LV91JA6qhi32V,ELECTRONIC_CABLE,baseline,6.95
R_C3LfLBkg9TFvQnD,SHIRT,baseline,15.99
R_C46bB8ihQWceG9r,ELECTRONIC_CABLE,baseline,22.99
R_C4wcuNpetPCSHy9,ELECTRONIC_CABLE,treatment,43.11
R_C4wcuNpetPCSHy9,SHIRT,baseline,37.98
R_C7bztkUY2YELJMB,ADHESIVE_TAPES,baseline,9.79
R_C7bztkUY2YELJMB,COFFEE,baseline,10.850000000000001
R_C7bztkUY2YELJMB,ELECTRONIC_CABLE,baseline,7.59
R_C7bztkUY2YELJMB,PET_FOOD,baseline,1.73
R_C7bztkUY2YELJMB,SUGAR_CANDY,baseline,2.19
R_CZAtNBjMUIwIHnz,SKIN_CLEANING_AGENT,treatment,7.48
R_CaF1pc8CnyWJvCp,ELECTRONIC_CABLE,baseline,15.0
R_CdkexeCTNy6chYR,PET_FOOD,treatment,27.810000000000002
R_CdkexeCTNy6chYR,VITAMIN,treatment,18.57
R_Cgbr25P8IQSFnr3,CELLULAR_PHONE_CASE,treatment,21.98
R_D0Igocfec79s8eJ,COFFEE,baseline,25.44
R_D8LcojwusttCWaJ,ADHESIVE_TAPES,treatment,22.23
R_D8LcojwusttCWaJ,CELLULAR_PHONE_CASE,baseline,20.98
R_D8LcojwusttCWaJ,HERB,treatment,9.95
R_D8LcojwusttCWaJ,PET_FOOD,baseline,98.91999999999999
R_D8LcojwusttCWaJ,SCREEN_PROTECTOR,baseline,23.85
R_D8LcojwusttCWaJ,SUGAR_CANDY,baseline,9.98
R_DA9TRokxEawYko1,SHIRT,treatment,19.99
R_DA9TRokxEawYko1,VITAMIN,baseline,9.23
R_DBhzVeGIG4SLSYV,ADHESIVE_TAPES,treatment,5.64
R_DBhzVeGIG4SLSYV,CELLULAR_PHONE_CASE,baseline,11.99
R_DBhzVeGIG4SLSYV,ELECTRONIC_CABLE,baseline,15.99
R_DBhzVeGIG4SLSYV,PET_FOOD,treatment,14.4
R_DBhzVeGIG4SLSYV,SKIN_CLEANING_AGENT,treatment,10.47
R_DBhzVeGIG4SLSYV,SUGAR_CANDY,baseline,15.92
R_DBhzVeGIG4SLSYV,SUGAR_CANDY,treatment,12.98
R_DBhzVeGIG4SLSYV,VITAMIN,baseline,4.99
R_DHIYV6xHDSph77H,CELLULAR_PHONE_CASE,baseline,12.49
R_DM3u1ro7eb4ws93,PROTECTIVE_GLOVE,baseline,8.99
R_DM3u1ro7eb4ws93,TOILET_PAPER,baseline,28.9
R_DTrD9QIw8cM6tUJ,SHIRT,baseline,12.85
R_DTrD9QIw8cM6tUJ,SKIN_CLEANING_AGENT,baseline,11.45
R_Djcs43mP6ReoYgN,ELECTRONIC_CABLE,treatment,14.99
R_Djcs43mP6ReoYgN,PET_FOOD,baseline,75.45
R_Djcs43mP6ReoYgN,PET_FOOD,treatment,31.64
R_Djcs43mP6ReoYgN,SKIN_CLEANING_AGENT,baseline,6.99
R_Dk08oiknq542ECt,TOILET_PAPER,baseline,50.22
R_Dk08oiknq542ECt,TOILET_PAPER,treatment,50.22
R_DlcSFSP5pIpvtdf,SKIN_CLEANING_AGENT,treatment,29.99
R_DpNpJSwByhJOFrP,ELECTRONIC_CABLE,baseline,17.99
R_Dpf63KlGHpm0Lw5,SAUCE,baseline,31.89
R_Dpf63KlGHpm0Lw5,SAUCE,treatment,19.92
R_Dpf63KlGHpm0Lw5,SKIN_CLEANING_AGENT,baseline,9.97
R_Dpf63KlGHpm0Lw5,SKIN_CLEANING_AGENT,treatment,9.97
R_Dpf63KlGHpm0Lw5,SUGAR_CANDY,treatment,7.65
R_DqTqoF539jfSsLf,SKIN_CLEANING_AGENT,baseline,6.97
R_Dw30GgKFkKsUqT7,ELECTRONIC_CABLE,baseline,9.99
R_Dw30GgKFkKsUqT7,PET_FOOD,baseline,22.49
R_Dw30GgKFkKsUqT7,PET_FOOD,treatment,58.760000000000005
R_Dw30GgKFkKsUqT7,SHIRT,treatment,11.99
R_Dw30GgKFkKsUqT7,SKIN_CLEANING_AGENT,treatment,30.96
R_Dw30GgKFkKsUqT7,TOILET_PAPER,treatment,59.32
R_NWM1oHODdHb0YPD,HERB,treatment,14.97
R_NWRR48qozQZO8g1,SUGAR_CANDY,baseline,7.97
R_O1j7YshNZJCDX9v,PET_FOOD,treatment,13.29
R_O1nG8RWb88sBQU9,CELLULAR_PHONE_CASE,baseline,22.6
R_O1nG8RWb88sBQU9,DISHWARE_PLATE,baseline,9.97
R_O1nG8RWb88sBQU9,DISHWARE_PLATE,treatment,10.48
R_O1nG8RWb88sBQU9,FLAVORED_DRINK_CONCENTRATE,baseline,2.27
R_O1nG8RWb88sBQU9,PET_FOOD,baseline,34.72
R_O1nG8RWb88sBQU9,PET_FOOD,treatment,7.29
R_O1nG8RWb88sBQU9,SKIN_CLEANING_AGENT,baseline,6.4
R_O1nG8RWb88sBQU9,TOILET_PAPER,baseline,35.74
R_O24aqc9u4zpgNFv,SHIRT,baseline,15.99
R_O24aqc9u4zpgNFv,SHOES,baseline,58.8
R_O24aqc9u4zpgNFv,SKIN_CLEANING_AGENT,baseline,14.0
R_O24aqc9u4zpgNFv,SUGAR_CANDY,baseline,17.4
R_O6ZX76mggPnAOfD,ADHESIVE_TAPES,treatment,7.99
R_O6ZX76mggPnAOfD,SKIN_CLEANING_AGENT,treatment,5.97
R_O8Qf4CzkJ7AbF2p,SKIN_CLEANING_AGENT,treatment,10.719999999999999
R_O8Wb9DhS9QWdXnb,COFFEE,treatment,8.94
R_O8Wb9DhS9QWdXnb,FRUIT,treatment,2.51
R_O8Wb9DhS9QWdXnb,PLANTER,baseline,25.99
R_O8Wb9DhS9QWdXnb,SAUCE,treatment,6.15
R_O8Wb9DhS9QWdXnb,SKIN_CLEANING_AGENT,baseline,11.99
R_O8Wb9DhS9QWdXnb,SUGAR_CANDY,treatment,11.97
R_O8Wb9DhS9QWdXnb,VITAMIN,baseline,24.05
R_O9FzIlCvCxllJSN,ELECTRONIC_CABLE,baseline,6.95
R_OGN3QDO9930tfAl,SUGAR_CANDY,baseline,51.8
R_OOOuKdWYnL8wYG5,SHIRT,treatment,152.02
R_OOOuKdWYnL8wYG5,SHOES,treatment,49.95
R_OOOuKdWYnL8wYG5,VITAMIN,baseline,9.12
R_OOOuKdWYnL8wYG5,VITAMIN,treatment,15.74
R_OPfbKZtf2Azgit3,SKIN_CLEANING_AGENT,baseline,18.400000000000002
R_OQeQHVDhrK9ane1,SCREEN_PROTECTOR,baseline,9.95
R_OdTirYYBS6ms6nn,COFFEE,baseline,149.23000000000002
R_OdTirYYBS6ms6nn,PET_FOOD,baseline,28.99
R_OdTirYYBS6ms6nn,SKIN_CLEANING_AGENT,baseline,42.0
R_Odixb15Ykmxb0Dn,DISHWASHER_DETERGENT,treatment,25.0
R_Odixb15Ykmxb0Dn,HERB,treatment,10.53
R_OfntYUzw43qHbuF,CELLULAR_PHONE_CASE,baseline,8.99
R_OfntYUzw43qHbuF,SHOES,baseline,21.99
R_Og8Cqd3iUgldHRn,COFFEE,baseline,9.96
R_Og8Cqd3iUgldHRn,PROTECTIVE_GLOVE,baseline,5.1
R_Og8Cqd3iUgldHRn,PROTECTIVE_GLOVE,treatment,5.1
R_Og8Cqd3iUgldHRn,TOILET_PAPER,baseline,7.94
R_Og8sDefGp0SvLl7,COFFEE,baseline,7.66
R_Og8sDefGp0SvLl7,COFFEE,treatment,9.29
R_OkSi9IxX5ddzzl7,ELECTRONIC_CABLE,baseline,22.97
R_OkSi9IxX5ddzzl7,SHIRT,baseline,83.75
R_Okx3CWwKxUas8i5,PET_FOOD,baseline,39.75
R_Okx3CWwKxUas8i5,PET_FOOD,treatment,41.980000000000004
R_Olj6s3oDUk1tpsJ,COFFEE,treatment,3.72
R_Om5DLvyVK2GS8Mh,COFFEE,baseline,24.05
R_Om5DLvyVK2GS8Mh,SHIRT,baseline,13.78
R_Om5DLvyVK2GS8Mh,SHOES,baseline,88.95
R_OoCZrVwXnQOuoOl,CELLULAR_PHONE_CASE,baseline,8.98
R_OoCZrVwXnQOuoOl,DISHWASHER_DETERGENT,baseline,16.97
R_OoCZrVwXnQOuoOl,PET_FOOD,baseline,109.69
R_OoCZrVwXnQOuoOl,SKIN_CLEANING_AGENT,baseline,8.99
R_OoCZrVwXnQOuoOl,VITAMIN,baseline,5.66
R_OoCZrVwXnQOuoOl,VITAMIN,treatment,80.48
R_OqFCNCGYAFOqwAp,FLAVORED_DRINK_CONCENTRATE,treatment,5.92
R_Oqwn8h7JmD9kZLr,ELECTRONIC_CABLE,baseline,23.98
R_OwFousWyWRNjaoN,VITAMIN,baseline,47.86
R_OwFousWyWRNjaoN,VITAMIN,treatment,22.67
R_OxNH1wcmFs7pICR,DISHWASHER_DETERGENT,treatment,24.26
R_OxNH1wcmFs7pICR,FRUIT,treatment,0.98
R_OxNH1wcmFs7pICR,PET_FOOD,baseline,33.99
R_OxNH1wcmFs7pICR,PET_FOOD,treatment,45.63
R_OxNH1wcmFs7pICR,TOILET_PAPER,baseline,43.72
R_OxNH1wcmFs7pICR,TOILET_PAPER,treatment,28.8
R_PBgcVvIiLghAouJ,PLANTER,baseline,11.99
R_PHakyxXHbSs3Wil,SCREEN_PROTECTOR,treatment,15.7
R_PHgbX4EoPqUsLjb,CELLULAR_PHONE_CASE,baseline,13.59
R_PHgbX4EoPqUsLjb,SCREEN_PROTECTOR,baseline,12.98
R_PIhjSFbZrFzqmf7,SHIRT,baseline,13.95
R_PIhjSFbZrFzqmf7,SHIRT,treatment,12.99
R_PRvq5W0QfrLLHoJ,SHIRT,baseline,28.98
R_PSPzdKfQKjUwhHP,ELECTRONIC_CABLE,baseline,7.41
R_PSgcRvjngEuUFC9,ELECTRONIC_CABLE,baseline,10.99
R_PTBypKcn9Vjypup,CELLULAR_PHONE_CASE,baseline,14.99
R_PTBypKcn9Vjypup,SCREEN_PROTECTOR,baseline,4.99
R_PTBypKcn9Vjypup,SHOES,baseline,58.98
R_PZK5ZHQaJY6ymWd,ADHESIVE_TAPES,treatment,4.84
R_PZK5ZHQaJY6ymWd,ELECTRONIC_CABLE,treatment,10.98
R_PZK5ZHQaJY6ymWd,PET_FOOD,treatment,26.479999999999997
R_PvwULHwARcFwOXv,CELLULAR_PHONE_CASE,baseline,23.97
R_PwlnzzccUMXV0n7,COFFEE,baseline,74.96
R_PwlnzzccUMXV0n7,COFFEE,treatment,43.37
R_PwlnzzccUMXV0n7,ELECTRONIC_CABLE,baseline,95.84
R_PwlnzzccUMXV0n7,FRUIT,baseline,4.83
R_PwlnzzccUMXV0n7,FRUIT,treatment,1.53
R_PwlnzzccUMXV0n7,HERB,baseline,7.71
R_PwlnzzccUMXV0n7,SAUCE,treatment,25.68
R_PwlnzzccUMXV0n7,TOILET_PAPER,baseline,37.230000000000004
R_PwlnzzccUMXV0n7,VITAMIN,baseline,39.94
R_PwlnzzccUMXV0n7,VITAMIN,treatment,19.97
R_PzynrAQBzRiPa93,SHOES,baseline,36.25
R_Q0VlYv4XDFK34mR,SHOES,baseline,58.88
R_Q4ZjTFeyiC5kgQV,VITAMIN,baseline,19.98
R_Q4ZjTFeyiC5kgQV,VITAMIN,treatment,65.87
R_Q4bzbtEeez3se3v,PET_FOOD,baseline,22.380000000000003
R_Q4bzbtEeez3se3v,PET_FOOD,treatment,28.95
R_Q6WPHvxgbOBjvZ7,ELECTRONIC_CABLE,baseline,9.99
R_Q6WPHvxgbOBjvZ7,HERB,baseline,6.4
R_Q6WrmxiECmUv68N,CELLULAR_PHONE_CASE,baseline,5.99
R_Q6uIjCCdaCmL0dP,ELECTRONIC_CABLE,baseline,9.99
R_Q6uIjCCdaCmL0dP,HERB,treatment,3.99
R_Q6uIjCCdaCmL0dP,PROTECTIVE_GLOVE,treatment,17.0
R_Q6uIjCCdaCmL0dP,SHIRT,baseline,25.99
R_Q9Qz1yZfznfUdbj,CELLULAR_PHONE_CASE,baseline,12.99
R_Q9Qz1yZfznfUdbj,SHIRT,baseline,15.99
R_Q9Qz1yZfznfUdbj,VITAMIN,baseline,44.7
R_Q9pXsMC9dL6xx7j,HERB,treatment,17.939999999999998
R_QfvAxCxCdb6YwUh,COFFEE,treatment,9.93
R_QfvAxCxCdb6YwUh,SHIRT,baseline,49.0
R_QfvAxCxCdb6YwUh,VITAMIN,baseline,7.19
R_QlCM5cyqADTpz0J,COFFEE,treatment,33.0
R_QlCM5cyqADTpz0J,PET_FOOD,baseline,27.09
R_QlCM5cyqADTpz0J,PET_FOOD,treatment,5.99
R_QlCM5cyqADTpz0J,PLANTER,baseline,23.99
R_QlCM5cyqADTpz0J,SHIRT,baseline,14.98
R_QlCM5cyqADTpz0J,SHIRT,treatment,20.5
R_QlwQMfafZZuwTM5,ELECTRONIC_CABLE,treatment,6.78
R_Qol5y4tCXYb9Ihb,PET_FOOD,baseline,40.89
R_Qol5y4tCXYb9Ihb,PET_FOOD,treatment,40.89
R_Qol5y4tCXYb9Ihb,SHIRT,baseline,30.979999999999997
R_Qol5y4tCXYb9Ihb,SHOES,baseline,12.98
R_Qp7pqfzWe3Qmcrn,ELECTRONIC_CABLE,treatment,19.99
R_Qp7pqfzWe3Qmcrn,PET_FOOD,baseline,49.98
R_Qp7pqfzWe3Qmcrn,PET_FOOD,treatment,23.99
R_Qp7pqfzWe3Qmcrn,VITAMIN,treatment,39.99
R_R38GYKD6oUDOIF3,SCREEN_PROTECTOR,treatment,6.89
R_R38GYKD6oUDOIF3,SUGAR_CANDY,baseline,11.28
R_R38GYKD6oUDOIF3,SUGAR_CANDY,treatment,11.28
R_R3TxodwIFRR70s1,SCREEN_PROTECTOR,treatment,7.99
R_R3TxodwIFRR70s1,SKIN_CLEANING_AGENT,treatment,1.74
R_R3TxodwIFRR70s1,VITAMIN,treatment,7.38
R_R4fpnxUUupS13Mt,CELLULAR_PHONE_CASE,baseline,19.99
R_R4fpnxUUupS13Mt,ELECTRONIC_CABLE,treatment,9.99
R_R4fpnxUUupS13Mt,SHIRT,treatment,20.0
R_R4fpnxUUupS13Mt,SKIN_CLEANING_AGENT,baseline,25.0
R_R4fpnxUUupS13Mt,SUGAR_CANDY,baseline,10.99
R_R8FquFTs5uv64G5,CELLULAR_PHONE_CASE,baseline,15.98
R_R8sct72XDNoSEJb,ELECTRONIC_CABLE,treatment,12.0
R_R8sct72XDNoSEJb,PET_FOOD,treatment,10.65
R_R8sct72XDNoSEJb,VITAMIN,treatment,9.36
R_RCVXIEUXgJrUx4R,COFFEE,baseline,4.1
R_RCVXIEUXgJrUx4R,COFFEE,treatment,34.93
R_RCVXIEUXgJrUx4R,ELECTRONIC_CABLE,baseline,9.99
R_RCVXIEUXgJrUx4R,SAUCE,baseline,2.47
R_RCVXIEUXgJrUx4R,SKIN_CLEANING_AGENT,baseline,6.99
R_RIab1TrbMHv4dm9,FLAVORED_DRINK_CONCENTRATE,treatment,12.99
R_RIab1TrbMHv4dm9,PROTECTIVE_GLOVE,treatment,12.7
R_RIab1TrbMHv4dm9,SCREEN_PROTECTOR,treatment,9.99
R_RK5cwWjrNzWCfLj,SKIN_CLEANING_AGENT,baseline,14.26
R_RK5cwWjrNzWCfLj,VITAMIN,baseline,28.33
R_RLDhRWGJ2OGQan7,ELECTRONIC_CABLE,baseline,7.99
R_RLDhRWGJ2OGQan7,HERB,baseline,10.9
R_RLDhRWGJ2OGQan7,PET_FOOD,baseline,50.82000000000001
R_RLDhRWGJ2OGQan7,PET_FOOD,treatment,44.88
R_RLDhRWGJ2OGQan7,VITAMIN,treatment,12.59
R_RPruSl134deuxOh,ELECTRONIC_CABLE,baseline,9.97
R_RPudbSO1mm9KZSp,COFFEE,baseline,16.57
R_RRdfI1nTggkIRdD,TOILET_PAPER,treatment,26.24
R_RRg5d7PYVofKVR7,ELECTRONIC_CABLE,baseline,7.99
R_RRg5d7PYVofKVR7,SCREEN_PROTECTOR,baseline,7.99
R_RRg5d7PYVofKVR7,SHIRT,baseline,20.79
R_RUiKvns4bLPdv1v,PET_FOOD,baseline,19.46
R_RUiKvns4bLPdv1v,PET_FOOD,treatment,20.99
R_RUm7V3LssbCRwQh,PET_FOOD,treatment,43.3
R_RaeWxaWjb7z8CLT,COFFEE,treatment,8.99
R_RekNI4I8FXKS9lT,ELECTRONIC_CABLE,baseline,4.99
R_RfThNEyjDIX9xwl,ADHESIVE_TAPES,baseline,11.28
R_RfThNEyjDIX9xwl,VITAMIN,treatment,9.97
R_RlSNQ6510NQghgZ,COFFEE,baseline,5.59
R_RlSNQ6510NQghgZ,PET_FOOD,baseline,56.3
R_RlSNQ6510NQghgZ,PET_FOOD,treatment,47.31
R_RlSNQ6510NQghgZ,SKIN_CLEANING_AGENT,baseline,4.19
R_RlSNQ6510NQghgZ,TOILET_PAPER,baseline,9.78
R_RlYyUhsDFvyGwX7,COFFEE,treatment,25.87
R_RlYyUhsDFvyGwX7,SKIN_CLEANING_AGENT,baseline,26.7
R_RlYyUhsDFvyGwX7,VITAMIN,treatment,41.95
R_RrAzSSEpdQYcUx3,ADHESIVE_TAPES,baseline,19.8
R_RrAzSSEpdQYcUx3,CELLULAR_PHONE_CASE,baseline,12.99
R_RrAzSSEpdQYcUx3,COFFEE,baseline,31.98
R_RrAzSSEpdQYcUx3,ELECTRONIC_CABLE,baseline,29.99
R_RrAzSSEpdQYcUx3,ELECTRONIC_CABLE,treatment,11.0
R_RrAzSSEpdQYcUx3,PET_FOOD,baseline,174.64
R_RrAzSSEpdQYcUx3,SCREEN_PROTECTOR,treatment,6.99
R_RsM6KRZLojriHU5,CELLULAR_PHONE_CASE,baseline,15.99
R_Rz7BADJXe1GMWQ1,SHIRT,baseline,19.95
R_SDngZDpmHNEeIBH,ELECTRONIC_CABLE,treatment,12.77
R_SDxHC9YZwYTKedz,ELECTRONIC_CABLE,baseline,15.0
R_SE2qI33L0z1rw2J,HERB,baseline,9.95
R_SE2qI33L0z1rw2J,SAUCE,baseline,14.92
R_SE2qI33L0z1rw2J,SKIN_CLEANING_AGENT,baseline,2.19
R_SE8gIJVx1g0m6T7,SHIRT,baseline,27.25
R_SGAAoUST7I3bMpr,CELLULAR_PHONE_CASE,baseline,23.979999999999997
R_SGAAoUST7I3bMpr,ELECTRONIC_CABLE,baseline,7.64
R_SH9KwMo2tRoWdJn,SHIRT,baseline,35.98
R_SH9KwMo2tRoWdJn,SKIN_CLEANING_AGENT,baseline,5.99
R_SNUZbqGQUi0m9yh,SHOES,baseline,39.0
R_SPgUY20fCYUgXtf,SHOES,baseline,59.97
R_SPgUY20fCYUgXtf,SKIN_CLEANING_AGENT,baseline,11.28
R_SV0JxIoAjGBzoyJ,TOILET_PAPER,treatment,25.99
R_SVHcBOlErkMEJjP,COFFEE,treatment,30.23
R_SVHcBOlErkMEJjP,ELECTRONIC_CABLE,baseline,30.48
R_SVHcBOlErkMEJjP,SHOES,treatment,45.49
R_SVmBvLv4VYHH09X,PET_FOOD,treatment,31.96
R_SVmBvLv4VYHH09X,VITAMIN,baseline,27.95
R_SZxS1wRL7j2vEk1,SHOES,baseline,29.99
R_T1tQcAWNuIjTeGB,SHIRT,baseline,39.98
R_T4THXKAQCwg9ZXb,SHIRT,baseline,27.98
R_T5DC7dqaf9rgfPr,PET_FOOD,baseline,16.9
R_T5DC7dqaf9rgfPr,PET_FOOD,treatment,39.36
R_T7M3PV3PTCNrGxz,ELECTRONIC_CABLE,baseline,6.98
R_TaWqCKHh5CNkWhb,ELECTRONIC_CABLE,baseline,39.78
R_TaWqCKHh5CNkWhb,PET_FOOD,baseline,11.42
R_TaWqCKHh5CNkWhb,PET_FOOD,treatment,13.29
R_TcSJ9ex2QSL6adP,CELLULAR_PHONE_CASE,baseline,10.99
R_TcSJ9ex2QSL6adP,SHIRT,treatment,16.99
R_TcjKmH0V8Aiprbj,CELLULAR_PHONE_CASE,baseline,6.99
R_ThYIl4DOmKJ6ADv,SHIRT,baseline,59.99
R_ThYIl4DOmKJ6ADv,SHIRT,treatment,59.99
R_Thedjrv7zp1BGwh,PET_FOOD,baseline,31.64
R_Thn6rAkosxWmMVz,CELLULAR_PHONE_CASE,treatment,11.99
R_Thn6rAkosxWmMVz,SCREEN_PROTECTOR,treatment,7.29
R_TiKImT7l7MFo2id,SHIRT,treatment,19.99
R_TmUTipQ7flj3x5f,ELECTRONIC_CABLE,baseline,17.94
R_TmZ0K9e559ejvl7,SHIRT,baseline,33.98
R_TmZ0K9e559ejvl7,SHOES,treatment,190.67000000000002
R_TnZKYgbGLyAswBH,PLANTER,baseline,10.98
R_TtK3Qkb3c3EIeoV,ADHESIVE_TAPES,baseline,2.97
R_TtjiPpPxtkd5Vnz,PET_FOOD,treatment,66.4
R_TtjiPpPxtkd5Vnz,VITAMIN,treatment,14.99
R_TwkOLlpYpSqvIUp,COFFEE,treatment,20.95
R_TwqkiWpv7r8ygAV,PET_FOOD,baseline,86.71000000000001
R_TwqkiWpv7r8ygAV,PET_FOOD,treatment,47.85
R_UDu8kaov2do91g5,SHIRT,treatment,22.99
R_UEke64xAaOG3mTf,SHIRT,baseline,19.99
R_UEke64xAaOG3mTf,SHOES,baseline,56.97
R_UGXkmUaPs73P0KB,PET_FOOD,baseline,21.14
R_UGXkmUaPs73P0KB,VITAMIN,treatment,7.39
R_UJy9bvJSlz6m5bP,PET_FOOD,treatment,14.48
R_UJy9bvJSlz6m5bP,PLANTER,treatment,8.42
R_UJy9bvJSlz6m5bP,SHOES,baseline,33.98
R_UJy9bvJSlz6m5bP,SKIN_CLEANING_AGENT,treatment,7.99
R_UJy9bvJSlz6m5bP,SUGAR_CANDY,baseline,8.98
R_UJy9bvJSlz6m5bP,TOILET_PAPER,treatment,22.25
R_ULx5LxsLFAmehW1,ELECTRONIC_CABLE,baseline,9.5
R_ULx5LxsLFAmehW1,ELECTRONIC_CABLE,treatment,25.060000000000002
R_UMB3TmQ4xi2VrUJ,ELECTRONIC_CABLE,baseline,8.99
R_UPXamGKtmf4RVIZ,SUGAR_CANDY,treatment,19.759999999999998
R_UQoYDne6ZzayUxP,SCREEN_PROTECTOR,baseline,7.85
R_URRtiKcS7CPrnwd,FRUIT,baseline,31.68
R_URRtiKcS7CPrnwd,SCREEN_PROTECTOR,baseline,6.99
R_USJD2iFMcaC6Wjf,ELECTRONIC_CABLE,baseline,6.99
R_USJD2iFMcaC6Wjf,SCREEN_PROTECTOR,baseline,17.88
R_USc2JrcVi09Tvln,CELLULAR_PHONE_CASE,baseline,49.99
R_USc2JrcVi09Tvln,ELECTRONIC_CABLE,treatment,9.98
R_USc2JrcVi09Tvln,PROTECTIVE_GLOVE,treatment,9.48
R_USc2JrcVi09Tvln,SCREEN_PROTECTOR,baseline,6.99
R_USc2JrcVi09Tvln,SUGAR_CANDY,baseline,14.09
R_UVM6YBvaArzpRjb,ADHESIVE_TAPES,treatment,7.96
R_UVM6YBvaArzpRjb,DISHWARE_PLATE,baseline,4.69
R_UVM6YBvaArzpRjb,FLAVORED_DRINK_CONCENTRATE,baseline,14.77
